Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
N039A_GL0080189	N039A_GL0080189  [gene]  locus=scaffold52731_1:216:758:- [Complete] codon-table.11	N039A_GL0080189  [gene]  locus=scaffold52731_1:216:758:- [Complete] codon-table.11		180		N039A_GL0080189  [gene]  locus=scaffold52731_1:216:758:- [Complete] codon-table.11		21.67	1.0000	0.9990	3	2	2	4	3	3	     0	     0	     0	2C(57.0214)		
N042A_GL0053817	N042A_GL0053817  [gene]  locus=scaffold9989_8:2:1852:+ [Lack both ends] codon-table.11	N042A_GL0053817  [gene]  locus=scaffold9989_8:2:1852:+ [Lack both ends] codon-table.11		617		N042A_GL0053817  [gene]  locus=scaffold9989_8:2:1852:+ [Lack both ends] codon-table.11		5.67	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0			
N047A_GL0082718	N047A_GL0082718  [gene]  locus=scaffold16829_1:3:629:+ [Lack both ends] codon-table.11	N047A_GL0082718  [gene]  locus=scaffold16829_1:3:629:+ [Lack both ends] codon-table.11		209		N047A_GL0082718  [gene]  locus=scaffold16829_1:3:629:+ [Lack both ends] codon-table.11		11.48	1.0000	0.9990	2	1	2	4	2	4	     0	     0	     0			
N075A_GL0045434	N075A_GL0045434  [gene]  locus=scaffold58069_1:31041:32744:+ [Complete] codon-table.11	N075A_GL0045434  [gene]  locus=scaffold58069_1:31041:32744:+ [Complete] codon-table.11		567		N075A_GL0045434  [gene]  locus=scaffold58069_1:31041:32744:+ [Complete] codon-table.11		5.29	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
N083A_GL0014387	N083A_GL0014387  [gene]  locus=scaffold37881_5:423:971:+ [Lack 3'-end] codon-table.11	N083A_GL0014387  [gene]  locus=scaffold37881_5:423:971:+ [Lack 3'-end] codon-table.11		183		N083A_GL0014387  [gene]  locus=scaffold37881_5:423:971:+ [Lack 3'-end] codon-table.11		19.13	1.0000	0.9990	2	2	2	14	14	14	     0	     0	     0	19C(57.0214)		
N085A_GL0063783	N085A_GL0063783  [gene]  locus=scaffold31864_1:65431:67551:+ [Complete] codon-table.11	N085A_GL0063783  [gene]  locus=scaffold31864_1:65431:67551:+ [Complete] codon-table.11		706		N085A_GL0063783  [gene]  locus=scaffold31864_1:65431:67551:+ [Complete] codon-table.11		10.06	1.0000	0.9990	4	2	4	7	2	7	     0	     0	     0	11C(57.0214), 7M(15.9949)		
N085A_GL0088056	N085A_GL0088056  [gene]  locus=scaffold25831_1:19763:20038:- [Complete] codon-table.11	N085A_GL0088056  [gene]  locus=scaffold25831_1:19763:20038:- [Complete] codon-table.11		91		N085A_GL0088056  [gene]  locus=scaffold25831_1:19763:20038:- [Complete] codon-table.11		16.48	1.0000	0.9990	1	1	1	4	4	4	     0	     0	     0			
N088A_GL0066402	N088A_GL0066402  [gene]  locus=scaffold6656_4:1:1617:+ [Lack 5'-end] codon-table.11	N088A_GL0066402  [gene]  locus=scaffold6656_4:1:1617:+ [Lack 5'-end] codon-table.11		538		N088A_GL0066402  [gene]  locus=scaffold6656_4:1:1617:+ [Lack 5'-end] codon-table.11		4.28	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
N103A_GL0062765	N103A_GL0062765  [gene]  locus=scaffold880_3:1:1335:- [Lack both ends] codon-table.11	N103A_GL0062765  [gene]  locus=scaffold880_3:1:1335:- [Lack both ends] codon-table.11		445		N103A_GL0062765  [gene]  locus=scaffold880_3:1:1335:- [Lack both ends] codon-table.11		16.63	1.0000	0.9990	3	3	3	6	6	6	     0	     0	     0			
NLF002_GL0035223	NLF002_GL0035223  [gene]  locus=scaffold15474_15:2470:3759:- [Complete] codon-table.11	NLF002_GL0035223  [gene]  locus=scaffold15474_15:2470:3759:- [Complete] codon-table.11		429		NLF002_GL0035223  [gene]  locus=scaffold15474_15:2470:3759:- [Complete] codon-table.11		10.96	1.0000	0.9990	3	1	3	5	1	5	     0	     0	     0	13C(57.0214), 3C(57.0214)		
NLF007_GL0039190	NLF007_GL0039190  [gene]  locus=scaffold8041_2:2:439:+ [Lack 5'-end] codon-table.11	NLF007_GL0039190  [gene]  locus=scaffold8041_2:2:439:+ [Lack 5'-end] codon-table.11		145		NLF007_GL0039190  [gene]  locus=scaffold8041_2:2:439:+ [Lack 5'-end] codon-table.11		18.62	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0	2C(57.0214), 6C(57.0214)		
NLM006_GL0071422	NLM006_GL0071422  [gene]  locus=scaffold6285_7:4571:5332:+ [Complete] codon-table.11	NLM006_GL0071422  [gene]  locus=scaffold6285_7:4571:5332:+ [Complete] codon-table.11		253		NLM006_GL0071422  [gene]  locus=scaffold6285_7:4571:5332:+ [Complete] codon-table.11		24.11	1.0000	0.9990	4	4	3	4	4	3	     0	     0	     0	4C(57.0214)		
NLM009_GL0019946	NLM009_GL0019946  [gene]  locus=scaffold4804_2:15747:18776:+ [Complete] codon-table.11	NLM009_GL0019946  [gene]  locus=scaffold4804_2:15747:18776:+ [Complete] codon-table.11		1009		NLM009_GL0019946  [gene]  locus=scaffold4804_2:15747:18776:+ [Complete] codon-table.11		3.96	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0			
NLM022_GL0077515	NLM022_GL0077515  [gene]  locus=scaffold34328_1:125:592:- [Complete] codon-table.11	NLM022_GL0077515  [gene]  locus=scaffold34328_1:125:592:- [Complete] codon-table.11		155		NLM022_GL0077515  [gene]  locus=scaffold34328_1:125:592:- [Complete] codon-table.11		18.71	1.0000	0.9990	2	2	2	12	12	12	     0	     0	     0			
NLM027_GL0076654	NLM027_GL0076654  [gene]  locus=scaffold17706_6:678:2063:+ [Lack 3'-end] codon-table.11	NLM027_GL0076654  [gene]  locus=scaffold17706_6:678:2063:+ [Lack 3'-end] codon-table.11		462		NLM027_GL0076654  [gene]  locus=scaffold17706_6:678:2063:+ [Lack 3'-end] codon-table.11		7.14	1.0000	0.9990	2	2	2	6	6	6	     0	     0	     0	3C(57.0214)		
NLM031_GL0025221	NLM031_GL0025221  [gene]  locus=scaffold6775_4:5605:6264:- [Lack 5'-end] codon-table.11	NLM031_GL0025221  [gene]  locus=scaffold6775_4:5605:6264:- [Lack 5'-end] codon-table.11		219		NLM031_GL0025221  [gene]  locus=scaffold6775_4:5605:6264:- [Lack 5'-end] codon-table.11		24.66	1.0000	0.9990	4	2	3	6	4	5	     0	     0	     0			
NLM031_GL0047477	NLM031_GL0047477  [gene]  locus=scaffold73_2:4302:5276:+ [Complete] codon-table.11	NLM031_GL0047477  [gene]  locus=scaffold73_2:4302:5276:+ [Complete] codon-table.11		324		NLM031_GL0047477  [gene]  locus=scaffold73_2:4302:5276:+ [Complete] codon-table.11		8.33	1.0000	0.9990	2	1	2	4	2	4	     0	     0	     0	12C(57.0214)		
NOF010_GL0020186	NOF010_GL0020186  [gene]  locus=scaffold31144_9:9533:10819:+ [Complete] codon-table.11	NOF010_GL0020186  [gene]  locus=scaffold31144_9:9533:10819:+ [Complete] codon-table.11		428		NOF010_GL0020186  [gene]  locus=scaffold31144_9:9533:10819:+ [Complete] codon-table.11		12.38	1.0000	0.9990	3	1	3	15	4	15	     0	     0	     0			
NOF013_GL0054476	NOF013_GL0054476  [gene]  locus=scaffold73_15:848:1882:+ [Complete] codon-table.11	NOF013_GL0054476  [gene]  locus=scaffold73_15:848:1882:+ [Complete] codon-table.11		344		NOF013_GL0054476  [gene]  locus=scaffold73_15:848:1882:+ [Complete] codon-table.11		4.07	1.0000	0.9990	1	1	1	6	6	6	     0	     0	     0			
NOM025_GL0058808	NOM025_GL0058808  [gene]  locus=C314341_1:14:865:- [Lack 5'-end] codon-table.11	NOM025_GL0058808  [gene]  locus=C314341_1:14:865:- [Lack 5'-end] codon-table.11		283		NOM025_GL0058808  [gene]  locus=C314341_1:14:865:- [Lack 5'-end] codon-table.11		19.08	1.0000	0.9990	3	3	3	13	13	13	     0	     0	     0	10M(15.9949), 1M(15.9949), 6M(15.9949)		
NOM026_GL0021166	NOM026_GL0021166  [gene]  locus=scaffold561_3:257:1495:- [Complete] codon-table.11	NOM026_GL0021166  [gene]  locus=scaffold561_3:257:1495:- [Complete] codon-table.11		412		NOM026_GL0021166  [gene]  locus=scaffold561_3:257:1495:- [Complete] codon-table.11		4.13	1.0000	0.9990	1	1	1	11	11	11	     0	     0	     0	6M(15.9949)		
O2.CD1-0-PT_GL0025396	O2.CD1-0-PT_GL0025396  [gene]  locus=scaffold38686_1:21897:23297:+ [Complete] codon-table.11	O2.CD1-0-PT_GL0025396  [gene]  locus=scaffold38686_1:21897:23297:+ [Complete] codon-table.11		466		O2.CD1-0-PT_GL0025396  [gene]  locus=scaffold38686_1:21897:23297:+ [Complete] codon-table.11		6.22	1.0000	0.9990	2	1	1	3	2	2	     0	     0	     0			
O2.CD1-0-PT_GL0117146	O2.CD1-0-PT_GL0117146  [gene]  locus=scaffold6203_2:11517:12389:+ [Complete] codon-table.11	O2.CD1-0-PT_GL0117146  [gene]  locus=scaffold6203_2:11517:12389:+ [Complete] codon-table.11		290		O2.CD1-0-PT_GL0117146  [gene]  locus=scaffold6203_2:11517:12389:+ [Complete] codon-table.11		10.69	1.0000	0.9990	2	1	2	5	3	5	     0	     0	     0			
O2.CD2-0_GL0019958	O2.CD2-0_GL0019958  [gene]  locus=scaffold22829_4:68:820:- [Lack 5'-end] codon-table.11	O2.CD2-0_GL0019958  [gene]  locus=scaffold22829_4:68:820:- [Lack 5'-end] codon-table.11		250		O2.CD2-0_GL0019958  [gene]  locus=scaffold22829_4:68:820:- [Lack 5'-end] codon-table.11		8.80	1.0000	0.9990	2	1	1	6	5	5	     0	     0	     0			
O2.CD2-0_GL0067511	O2.CD2-0_GL0067511  [gene]  locus=scaffold45855_1:9636:11693:+ [Complete] codon-table.11	O2.CD2-0_GL0067511  [gene]  locus=scaffold45855_1:9636:11693:+ [Complete] codon-table.11		685		O2.CD2-0_GL0067511  [gene]  locus=scaffold45855_1:9636:11693:+ [Complete] codon-table.11		3.94	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0	2M(15.9949)		
O2.CD3-0-PT_GL0002951	O2.CD3-0-PT_GL0002951  [gene]  locus=scaffold88260_1:12389:15241:+ [Complete] codon-table.11	O2.CD3-0-PT_GL0002951  [gene]  locus=scaffold88260_1:12389:15241:+ [Complete] codon-table.11		950		O2.CD3-0-PT_GL0002951  [gene]  locus=scaffold88260_1:12389:15241:+ [Complete] codon-table.11		3.68	1.0000	0.9990	2	2	2	6	6	6	     0	     0	     0			
O2.CD3-0-PT_GL0064000	O2.CD3-0-PT_GL0064000  [gene]  locus=scaffold24092_1:3016:4671:- [Lack 5'-end] codon-table.11	O2.CD3-0-PT_GL0064000  [gene]  locus=scaffold24092_1:3016:4671:- [Lack 5'-end] codon-table.11		551		O2.CD3-0-PT_GL0064000  [gene]  locus=scaffold24092_1:3016:4671:- [Lack 5'-end] codon-table.11		13.61	1.0000	0.9990	5	2	4	18	2	15	     0	     0	     0			
O2.CD3-0-PT_GL0107880	O2.CD3-0-PT_GL0107880  [gene]  locus=scaffold157_1:962:1594:+ [Complete] codon-table.11	O2.CD3-0-PT_GL0107880  [gene]  locus=scaffold157_1:962:1594:+ [Complete] codon-table.11		210		O2.CD3-0-PT_GL0107880  [gene]  locus=scaffold157_1:962:1594:+ [Complete] codon-table.11		15.71	1.0000	0.9990	3	2	3	9	7	9	     0	     0	     0			
O2.CD3-0-PT_GL0115878	O2.CD3-0-PT_GL0115878  [gene]  locus=scaffold78670_1:949:2013:- [Complete] codon-table.11	O2.CD3-0-PT_GL0115878  [gene]  locus=scaffold78670_1:949:2013:- [Complete] codon-table.11		354		O2.CD3-0-PT_GL0115878  [gene]  locus=scaffold78670_1:949:2013:- [Complete] codon-table.11		12.99	1.0000	0.9990	3	2	3	13	8	13	     0	     0	     0	7M(15.9949)		
O2.CD3-0-PT_GL0160447	O2.CD3-0-PT_GL0160447  [gene]  locus=scaffold9643_2:1931:2809:+ [Lack 3'-end] codon-table.11	O2.CD3-0-PT_GL0160447  [gene]  locus=scaffold9643_2:1931:2809:+ [Lack 3'-end] codon-table.11		293		O2.CD3-0-PT_GL0160447  [gene]  locus=scaffold9643_2:1931:2809:+ [Lack 3'-end] codon-table.11		5.80	1.0000	0.9990	1	1	1	4	4	4	     0	     0	     0			
O2.UC1-2_GL0091686	O2.UC1-2_GL0091686  [gene]  locus=scaffold109306_1:3:1544:- [Lack 3'-end] codon-table.11	O2.UC1-2_GL0091686  [gene]  locus=scaffold109306_1:3:1544:- [Lack 3'-end] codon-table.11		514		O2.UC1-2_GL0091686  [gene]  locus=scaffold109306_1:3:1544:- [Lack 3'-end] codon-table.11		3.89	1.0000	0.9990	1	1	1	6	6	6	     0	     0	     0			
O2.UC11-2_GL0001946	O2.UC11-2_GL0001946  [gene]  locus=scaffold977_1:3:635:+ [Lack both ends] codon-table.11	O2.UC11-2_GL0001946  [gene]  locus=scaffold977_1:3:635:+ [Lack both ends] codon-table.11		211		O2.UC11-2_GL0001946  [gene]  locus=scaffold977_1:3:635:+ [Lack both ends] codon-table.11		25.59	1.0000	0.9990	4	2	4	24	14	24	     0	     0	     0	13C(57.0214), 21M(15.9949), 23M(15.9949)		
O2.UC11-2_GL0032512	O2.UC11-2_GL0032512  [gene]  locus=scaffold5696_9:6840:8399:- [Complete] codon-table.11	O2.UC11-2_GL0032512  [gene]  locus=scaffold5696_9:6840:8399:- [Complete] codon-table.11		519		O2.UC11-2_GL0032512  [gene]  locus=scaffold5696_9:6840:8399:- [Complete] codon-table.11		4.24	1.0000	0.9989	2	1	2	4	2	4	     0	     0	     0	9C(57.0214)		
O2.UC11-2_GL0090880	O2.UC11-2_GL0090880  [gene]  locus=scaffold55027_2:1:897:- [Lack both ends] codon-table.11	O2.UC11-2_GL0090880  [gene]  locus=scaffold55027_2:1:897:- [Lack both ends] codon-table.11		299		O2.UC11-2_GL0090880  [gene]  locus=scaffold55027_2:1:897:- [Lack both ends] codon-table.11		5.69	1.0000	0.9990	1	1	1	3	3	3	     0	     0	     0	16M(15.9949)		
O2.UC12-1_GL0156190	O2.UC12-1_GL0156190  [gene]  locus=scaffold857_1:305:1000:- [Lack 5'-end] codon-table.11	O2.UC12-1_GL0156190  [gene]  locus=scaffold857_1:305:1000:- [Lack 5'-end] codon-table.11		231		O2.UC12-1_GL0156190  [gene]  locus=scaffold857_1:305:1000:- [Lack 5'-end] codon-table.11		8.66	1.0000	0.9989	2	1	2	5	1	5	     0	     0	     0			
O2.UC12-2_GL0031978	O2.UC12-2_GL0031978  [gene]  locus=scaffold65141_3:2:517:- [Lack both ends] codon-table.11	O2.UC12-2_GL0031978  [gene]  locus=scaffold65141_3:2:517:- [Lack both ends] codon-table.11		172		O2.UC12-2_GL0031978  [gene]  locus=scaffold65141_3:2:517:- [Lack both ends] codon-table.11		26.74	1.0000	0.9990	3	3	3	7	7	7	     0	     0	     0			
O2.UC15-0_GL0002094	O2.UC15-0_GL0002094  [gene]  locus=scaffold32150_7:11763:12281:- [Complete] codon-table.11	O2.UC15-0_GL0002094  [gene]  locus=scaffold32150_7:11763:12281:- [Complete] codon-table.11		172		O2.UC15-0_GL0002094  [gene]  locus=scaffold32150_7:11763:12281:- [Complete] codon-table.11		13.37	1.0000	0.9990	2	2	2	8	8	8	     0	     0	     0			
O2.UC15-0_GL0067565	O2.UC15-0_GL0067565  [gene]  locus=scaffold5060_3:311:1699:- [Complete] codon-table.11	O2.UC15-0_GL0067565  [gene]  locus=scaffold5060_3:311:1699:- [Complete] codon-table.11		462		O2.UC15-0_GL0067565  [gene]  locus=scaffold5060_3:311:1699:- [Complete] codon-table.11		9.52	1.0000	0.9990	3	3	3	8	8	8	     0	     0	     0	1M(15.9949), 8M(15.9949)		
O2.UC15-1_GL0007728	O2.UC15-1_GL0007728  [gene]  locus=scaffold10424_3:2002:3489:+ [Complete] codon-table.11	O2.UC15-1_GL0007728  [gene]  locus=scaffold10424_3:2002:3489:+ [Complete] codon-table.11		495		O2.UC15-1_GL0007728  [gene]  locus=scaffold10424_3:2002:3489:+ [Complete] codon-table.11		7.47	1.0000	0.9990	4	4	3	5	5	4	     0	     0	     0	9M(15.9949)		
O2.UC15-2_GL0047446	O2.UC15-2_GL0047446  [gene]  locus=scaffold56362_7:1:1311:+ [Lack 5'-end] codon-table.11	O2.UC15-2_GL0047446  [gene]  locus=scaffold56362_7:1:1311:+ [Lack 5'-end] codon-table.11		436		O2.UC15-2_GL0047446  [gene]  locus=scaffold56362_7:1:1311:+ [Lack 5'-end] codon-table.11		17.89	1.0000	0.9990	6	5	5	23	22	22	     0	     0	     0	20C(57.0214), 8C(57.0214)		
O2.UC16-1_GL0056008	O2.UC16-1_GL0056008  [gene]  locus=scaffold88453_1:1418:3256:- [Complete] codon-table.11	O2.UC16-1_GL0056008  [gene]  locus=scaffold88453_1:1418:3256:- [Complete] codon-table.11		612		O2.UC16-1_GL0056008  [gene]  locus=scaffold88453_1:1418:3256:- [Complete] codon-table.11		11.60	1.0000	0.9990	5	2	4	45	14	43	     0	     0	     0	10M(15.9949), 6M(15.9949), N-term(42.0106)		
O2.UC17-2_GL0030573	O2.UC17-2_GL0030573  [gene]  locus=scaffold16648_5:18863:20530:+ [Complete] codon-table.11	O2.UC17-2_GL0030573  [gene]  locus=scaffold16648_5:18863:20530:+ [Complete] codon-table.11		555		O2.UC17-2_GL0030573  [gene]  locus=scaffold16648_5:18863:20530:+ [Complete] codon-table.11		12.43	1.0000	0.9990	4	4	4	7	7	7	     0	     0	     0	12M(15.9949), 2M(15.9949), 7M(15.9949), 8C(57.0214)		
O2.UC19-1_GL0013253	O2.UC19-1_GL0013253  [gene]  locus=scaffold31511_1:92482:93267:+ [Complete] codon-table.11	O2.UC19-1_GL0013253  [gene]  locus=scaffold31511_1:92482:93267:+ [Complete] codon-table.11		261		O2.UC19-1_GL0013253  [gene]  locus=scaffold31511_1:92482:93267:+ [Complete] codon-table.11		13.03	1.0000	0.9990	2	1	1	5	1	4	     0	     0	     0	20M(15.9949)		O2.UC7-1_GL0180699
O2.UC19-1_GL0085858	O2.UC19-1_GL0085858  [gene]  locus=scaffold26485_1:6729:9701:+ [Complete] codon-table.11	O2.UC19-1_GL0085858  [gene]  locus=scaffold26485_1:6729:9701:+ [Complete] codon-table.11		990		O2.UC19-1_GL0085858  [gene]  locus=scaffold26485_1:6729:9701:+ [Complete] codon-table.11		7.58	1.0000	0.9990	5	5	5	7	7	7	     0	     0	     0			
O2.UC2-1_GL0049255	O2.UC2-1_GL0049255  [gene]  locus=scaffold22737_11:1253:3361:- [Complete] codon-table.11	O2.UC2-1_GL0049255  [gene]  locus=scaffold22737_11:1253:3361:- [Complete] codon-table.11		702		O2.UC2-1_GL0049255  [gene]  locus=scaffold22737_11:1253:3361:- [Complete] codon-table.11		3.28	1.0000	0.9981	2	2	2	3	3	3	     0	     0	     0	2C(57.0214)		
O2.UC20-1_GL0070924	O2.UC20-1_GL0070924  [gene]  locus=scaffold23194_5:496:966:+ [Complete] codon-table.11	O2.UC20-1_GL0070924  [gene]  locus=scaffold23194_5:496:966:+ [Complete] codon-table.11		156		O2.UC20-1_GL0070924  [gene]  locus=scaffold23194_5:496:966:+ [Complete] codon-table.11		17.95	1.0000	0.9990	4	2	4	14	5	14	     0	     0	     0			
O2.UC26-0_GL0053006	O2.UC26-0_GL0053006  [gene]  locus=scaffold3007_2:3070:6489:+ [Complete] codon-table.11	O2.UC26-0_GL0053006  [gene]  locus=scaffold3007_2:3070:6489:+ [Complete] codon-table.11		1139		O2.UC26-0_GL0053006  [gene]  locus=scaffold3007_2:3070:6489:+ [Complete] codon-table.11		9.57	1.0000	0.9990	9	9	7	28	28	25	     0	     0	     0	14M(15.9949), 5M(15.9949)		
O2.UC26-1_GL0012827	O2.UC26-1_GL0012827  [gene]  locus=C257449_1:3:545:+ [Lack both ends] codon-table.11	O2.UC26-1_GL0012827  [gene]  locus=C257449_1:3:545:+ [Lack both ends] codon-table.11		181		O2.UC26-1_GL0012827  [gene]  locus=C257449_1:3:545:+ [Lack both ends] codon-table.11		48.07	1.0000	0.9990	7	6	6	15	14	14	     0	     0	     0	4M(15.9949), 9C(57.0214)		
O2.UC27-2_GL0058698	O2.UC27-2_GL0058698  [gene]  locus=scaffold15262_8:6:590:- [Lack 5'-end] codon-table.11	O2.UC27-2_GL0058698  [gene]  locus=scaffold15262_8:6:590:- [Lack 5'-end] codon-table.11		194		O2.UC27-2_GL0058698  [gene]  locus=scaffold15262_8:6:590:- [Lack 5'-end] codon-table.11		13.92	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
O2.UC3-2_GL0062989	O2.UC3-2_GL0062989  [gene]  locus=scaffold50269_11:3:824:+ [Lack 5'-end] codon-table.11	O2.UC3-2_GL0062989  [gene]  locus=scaffold50269_11:3:824:+ [Lack 5'-end] codon-table.11		273		O2.UC3-2_GL0062989  [gene]  locus=scaffold50269_11:3:824:+ [Lack 5'-end] codon-table.11		4.40	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
O2.UC30-1_GL0166449	O2.UC30-1_GL0166449  [gene]  locus=scaffold64447_1:19190:20671:+ [Complete] codon-table.11	O2.UC30-1_GL0166449  [gene]  locus=scaffold64447_1:19190:20671:+ [Complete] codon-table.11		493		O2.UC30-1_GL0166449  [gene]  locus=scaffold64447_1:19190:20671:+ [Complete] codon-table.11		8.52	1.0000	0.9990	3	1	1	11	7	7	     0	     0	     0			
O2.UC31-0_GL0061897	O2.UC31-0_GL0061897  [gene]  locus=scaffold19473_8:3:464:- [Lack 3'-end] codon-table.11	O2.UC31-0_GL0061897  [gene]  locus=scaffold19473_8:3:464:- [Lack 3'-end] codon-table.11		154		O2.UC31-0_GL0061897  [gene]  locus=scaffold19473_8:3:464:- [Lack 3'-end] codon-table.11		18.83	1.0000	0.9990	2	1	1	10	7	7	     0	     0	     0	11M(15.9949)		
O2.UC31-2_GL0087171	O2.UC31-2_GL0087171  [gene]  locus=scaffold5663_1:3:827:+ [Lack both ends] codon-table.11	O2.UC31-2_GL0087171  [gene]  locus=scaffold5663_1:3:827:+ [Lack both ends] codon-table.11		275		O2.UC31-2_GL0087171  [gene]  locus=scaffold5663_1:3:827:+ [Lack both ends] codon-table.11		19.64	1.0000	0.9990	3	2	3	12	6	12	     0	     0	     0	1C(57.0214), 2M(15.9949), 6M(15.9949)		
O2.UC35-0_GL0052172	O2.UC35-0_GL0052172  [gene]  locus=scaffold27738_1:2:640:+ [Lack 5'-end] codon-table.11	O2.UC35-0_GL0052172  [gene]  locus=scaffold27738_1:2:640:+ [Lack 5'-end] codon-table.11		212		O2.UC35-0_GL0052172  [gene]  locus=scaffold27738_1:2:640:+ [Lack 5'-end] codon-table.11		25.47	1.0000	0.9990	4	1	3	11	1	10	     0	     0	     0			
O2.UC36-0_GL0164929	O2.UC36-0_GL0164929  [gene]  locus=scaffold73327_1:226:1101:+ [Complete] codon-table.11	O2.UC36-0_GL0164929  [gene]  locus=scaffold73327_1:226:1101:+ [Complete] codon-table.11		291		O2.UC36-0_GL0164929  [gene]  locus=scaffold73327_1:226:1101:+ [Complete] codon-table.11		16.49	1.0000	0.9990	3	2	2	16	13	13	     0	     0	     0			
O2.UC37-0_GL0035042	O2.UC37-0_GL0035042  [gene]  locus=scaffold33152_3:45:1079:- [Lack 5'-end] codon-table.11	O2.UC37-0_GL0035042  [gene]  locus=scaffold33152_3:45:1079:- [Lack 5'-end] codon-table.11		344		O2.UC37-0_GL0035042  [gene]  locus=scaffold33152_3:45:1079:- [Lack 5'-end] codon-table.11		12.50	1.0000	0.9990	3	2	2	3	2	2	     0	     0	     0			
O2.UC37-2_GL0048550	O2.UC37-2_GL0048550  [gene]  locus=scaffold7179_13:462:1292:+ [Lack 3'-end] codon-table.11	O2.UC37-2_GL0048550  [gene]  locus=scaffold7179_13:462:1292:+ [Lack 3'-end] codon-table.11		277		O2.UC37-2_GL0048550  [gene]  locus=scaffold7179_13:462:1292:+ [Lack 3'-end] codon-table.11		14.08	1.0000	0.9990	3	3	2	5	5	4	     0	     0	     0			
O2.UC38-2_GL0065595	O2.UC38-2_GL0065595  [gene]  locus=C966369_1:1:501:+ [Lack both ends] codon-table.11	O2.UC38-2_GL0065595  [gene]  locus=C966369_1:1:501:+ [Lack both ends] codon-table.11		167		O2.UC38-2_GL0065595  [gene]  locus=C966369_1:1:501:+ [Lack both ends] codon-table.11		13.17	1.0000	0.9990	1	0	1	4	0	4	     0	     0	     0			O2.UC50-0_GL0073311
O2.UC41-1_GL0029795	O2.UC41-1_GL0029795  [gene]  locus=scaffold119114_1:88692:92732:+ [Complete] codon-table.11	O2.UC41-1_GL0029795  [gene]  locus=scaffold119114_1:88692:92732:+ [Complete] codon-table.11		1346		O2.UC41-1_GL0029795  [gene]  locus=scaffold119114_1:88692:92732:+ [Complete] codon-table.11		2.82	1.0000	0.9990	2	1	2	3	2	3	     0	     0	     0	25C(57.0214)		
O2.UC41-1_GL0179726	O2.UC41-1_GL0179726  [gene]  locus=scaffold44543_1:10814:11914:- [Complete] codon-table.11	O2.UC41-1_GL0179726  [gene]  locus=scaffold44543_1:10814:11914:- [Complete] codon-table.11		366		O2.UC41-1_GL0179726  [gene]  locus=scaffold44543_1:10814:11914:- [Complete] codon-table.11		7.38	1.0000	0.9990	2	1	2	9	3	9	     0	     0	     0	7M(15.9949)		
