Protein.Group	F3NL2582	F3NL0496	F3NL1002	F2NL4627	F2NL2504
O2.UC48-0_GL0067553  [gene]  locus=scaffold8660_1:1008:2018:+ [Complete] codon-table.11	2.24644e+06	2.07761e+06	1.44369e+06	1.63096e+06	532731
O2.UC48-0_GL0194480  [gene]  locus=scaffold46303_16:4742:5920:+ [Complete] codon-table.11	18293.8	NA	45798	19118.1	26299.4
O2.UC48-0_GL0229333  [gene]  locus=scaffold95831_2:933:1892:- [Lack 5'-end] codon-table.11	134242	112193	101412	121376	87909.5
O2.UC48-1_GL0066693  [gene]  locus=scaffold807_8:2:1423:+ [Lack 5'-end] codon-table.11	19456.6	8416.73	17181	6540.45	NA
O2.UC48-1_GL0138538  [gene]  locus=scaffold48939_1:1:504:- [Lack 3'-end] codon-table.11	15460.8	12254.9	19411.7	22123.1	12372.1
O2.UC48-1_GL0231303  [gene]  locus=scaffold60979_1:3:413:+ [Lack 5'-end] codon-table.11	705133	673843	1.54858e+06	650327	369421
O2.UC49-0_GL0126417  [gene]  locus=scaffold5427_12:2311:3324:- [Complete] codon-table.11	1695.18	NA	4985.19	11173.8	8788.92
O2.UC53-0_GL0121379  [gene]  locus=scaffold26227_1:2241:3575:+ [Complete] codon-table.11	97517.4	42392	90960	121316	73858.6
O2.UC53-0_GL0250574  [gene]  locus=scaffold4411_10:1111:1488:- [Lack 5'-end] codon-table.11	32724.4	17475.2	15567.9	21627.5	5253.53
O2.UC54-0_GL0038963  [gene]  locus=scaffold62400_1:229:1119:+ [Lack 3'-end] codon-table.11	228786	195518	273488	336230	34890.9
O2.UC54-0_GL0073016  [gene]  locus=scaffold7919_8:3:1292:+ [Lack 5'-end] codon-table.11	NA	NA	5814.14	3815.64	NA
O2.UC57-2_GL0024171  [gene]  locus=scaffold412_1:631:1656:- [Complete] codon-table.11	NA	4119.02	10538.4	7515.79	NA
O2.UC58-0_GL0077866  [gene]  locus=scaffold53845_9:868:1119:+ [Complete] codon-table.11	15490	NA	NA	2890.74	NA
O2.UC59-2_GL0054788  [gene]  locus=scaffold8998_6:7973:9085:+ [Complete] codon-table.11	106085	32446.6	157368	49742.2	31128.3
O2.UC60-0_GL0127173  [gene]  locus=scaffold107957_2:1:1002:- [Lack both ends] codon-table.11	165208	175049	35109.9	101170	32013
O2.UC7-1_GL0032402  [gene]  locus=scaffold20375_1:25996:27078:+ [Complete] codon-table.11	30417	19849.3	97156.5	48987.1	46045.8
O2.UC8-0_GL0128475  [gene]  locus=scaffold38165_1:10949:12439:+ [Complete] codon-table.11	5085.79	NA	NA	NA	NA
O2.UC8-2_GL0036959  [gene]  locus=scaffold29584_5:231:1061:+ [Complete] codon-table.11	5802.63	10046.2	7660.99	11726.5	5098.69
SZEY-103A_GL0074872  [gene]  locus=scaffold49884_1:3:1661:+ [Lack 5'-end] codon-table.11	55691.2	131792	12953.7	53305.2	NA
SZEY-10A_GL0053902  [gene]  locus=scaffold2590_13:1777:2517:- [Complete] codon-table.11	19980.8	28014.3	5144.07	6525.35	NA
SZEY-26A_GL0072743  [gene]  locus=scaffold6401_6:835:1680:+ [Lack 3'-end] codon-table.11	NA	NA	NA	4525.17	NA
SZEY-39A_GL0038601  [gene]  locus=scaffold32813_2:579:3326:- [Complete] codon-table.11	12483.6	NA	NA	17267.9	NA
SZEY-39A_GL0071586  [gene]  locus=scaffold11122_1:37724:39217:+ [Complete] codon-table.11	85269.2	61926.3	24998.3	56977.6	6418.85
SZEY-41A_GL0005116  [gene]  locus=scaffold18605_3:7400:8170:- [Lack 5'-end] codon-table.11	552022	245964	484128	222686	25165.6
SZEY-73A_GL0029963  [gene]  locus=scaffold13191_1:23039:25753:+ [Complete] codon-table.11	NA	NA	NA	8724.05	NA
SZEY-78A_GL0051543  [gene]  locus=scaffold8780_7:224:811:+ [Complete] codon-table.11	18824	NA	12993	NA	2259.78
SZEY-97A_GL0059457  [gene]  locus=scaffold31668_2:829:2760:+ [Complete] codon-table.11	542377	1.14024e+06	564384	776770	224399
T2D-107A_GL0011039  [gene]  locus=scaffold68535_1:4283:5677:- [Complete] codon-table.11	17821.3	18794.5	NA	24472.8	NA
T2D-107A_GL0032354  [gene]  locus=scaffold35611_8:2:2476:+ [Lack 5'-end] codon-table.11	782401	448397	851263	945130	454619
T2D-108A_GL0033294  [gene]  locus=scaffold52552_3:3:962:+ [Lack 5'-end] codon-table.11	NA	8060.52	NA	12017.8	NA
T2D-10A_GL0084588  [gene]  locus=scaffold6103_2:226:798:- [Complete] codon-table.11	42122.1	NA	8803.06	3541.92	NA
T2D-110A_GL0017208  [gene]  locus=scaffold872_23:1:999:- [Lack 3'-end] codon-table.11	4176.45	NA	NA	NA	1454.87
T2D-118A_GL0013346  [gene]  locus=scaffold9806_4:2:250:+ [Lack 5'-end] codon-table.11	8796.97	NA	NA	NA	6668.39
T2D-11A_GL0016640  [gene]  locus=scaffold147_14:1800:3308:- [Complete] codon-table.11	160080	40132.8	103476	56771.7	36815.2
T2D-11A_GL0017526  [gene]  locus=scaffold52170_1:1:1050:- [Lack 3'-end] codon-table.11	NA	7003.93	NA	NA	2811.03
T2D-11A_GL0156644  [gene]  locus=scaffold50467_3:2442:3203:+ [Lack 3'-end] codon-table.11	13235	NA	6317.41	NA	NA
T2D-11A_GL0159105  [gene]  locus=scaffold61490_1:8:385:- [Complete] codon-table.11	900461	152729	311478	213026	576683
T2D-123A_GL0023222  [gene]  locus=scaffold24425_1:179:1294:- [Complete] codon-table.11	NA	48604.8	NA	112864	NA
T2D-123A_GL0138790  [gene]  locus=scaffold19857_3:734:1993:- [Complete] codon-table.11	14206.8	20663.1	9559.44	16217.5	15865.5
T2D-135A_GL0016494  [gene]  locus=scaffold45518_1:8617:9804:- [Complete] codon-table.11	NA	NA	7437.87	NA	NA
T2D-135A_GL0085761  [gene]  locus=scaffold47830_1:49179:51464:+ [Complete] codon-table.11	78621.1	124746	9489.65	38601.7	4277.57
T2D-135A_GL0119532  [gene]  locus=scaffold41848_1:1341:3551:- [Lack 5'-end] codon-table.11	15900.9	10620.8	11946.3	7433.32	8210.2
T2D-140A_GL0042284  [gene]  locus=scaffold6191_1:3:491:- [Lack 3'-end] codon-table.11	8145.95	8604.56	NA	16029.6	NA
T2D-140A_GL0094866  [gene]  locus=C762853_1:1:765:- [Lack both ends] codon-table.11	10859.7	7400.54	NA	26661.2	NA
T2D-140A_GL0097992  [gene]  locus=scaffold29999_3:931:1374:- [Lack 5'-end] codon-table.11	34666.5	NA	54242.9	53697.1	NA
T2D-146A_GL0061511  [gene]  locus=scaffold20765_1:5832:7682:+ [Complete] codon-table.11	NA	74975.6	12342.1	17778	NA
T2D-14A_GL0076289  [gene]  locus=scaffold48826_1:6881:8530:- [Complete] codon-table.11	28563.1	218633	75100.4	118874	76472.3
T2D-155A_GL0006484  [gene]  locus=scaffold31716_2:1194:2222:- [Complete] codon-table.11	529242	382992	120304	323554	NA
T2D-15A_GL0140265  [gene]  locus=scaffold74731_2:3:1514:- [Lack both ends] codon-table.11	4689.99	NA	4637.25	3933.15	NA
T2D-163A_GL0074891  [gene]  locus=scaffold14924_1:41640:42410:+ [Lack 3'-end] codon-table.11	8216.85	2230.71	3528.79	4042.62	NA
T2D-19A_GL0112307  [gene]  locus=scaffold7059_4:345:1268:- [Complete] codon-table.11	61869.8	227017	64700.2	117707	NA
T2D-22A_GL0004582  [gene]  locus=scaffold46622_2:403:909:- [Lack 5'-end] codon-table.11	NA	NA	NA	NA	2231.22
T2D-29A_GL0087222  [gene]  locus=scaffold24600_5:2:877:+ [Lack both ends] codon-table.11	11188.8	17267.5	10340.3	14193.2	8465.02
T2D-2A_GL0042169  [gene]  locus=scaffold14499_1:2:682:- [Lack both ends] codon-table.11	NA	5289.9	NA	NA	NA
T2D-31A_GL0017629  [gene]  locus=scaffold43016_1:26597:27706:- [Complete] codon-table.11	5757.21	NA	7655.19	NA	4419.26
T2D-31A_GL0068466  [gene]  locus=scaffold33525_3:41:829:+ [Lack 3'-end] codon-table.11	88516.8	92677.1	113903	63725.9	37288.9
T2D-31A_GL0076719  [gene]  locus=scaffold30865_1:89728:90939:+ [Complete] codon-table.11	57171.4	20634.5	69328.3	71344	30480.7
T2D-33A_GL0090503  [gene]  locus=scaffold6372_3:45352:46635:+ [Complete] codon-table.11	49012.3	23961.8	43374.2	49106.6	19425.1
T2D-33A_GL0119486  [gene]  locus=scaffold59439_1:9071:10363:- [Complete] codon-table.11	36942.2	10303.1	41318.1	30094.2	15506.9
T2D-45A_GL0141028  [gene]  locus=scaffold20076_3:531:2255:- [Lack 5'-end] codon-table.11	86679.8	112634	13986.3	49341.6	3778.77
T2D-45A_GL0146717  [gene]  locus=scaffold26083_1:371:766:- [Lack 5'-end] codon-table.11	68272.2	46094.8	68078.7	142939	NA
T2D-47A_GL0144718  [gene]  locus=scaffold28318_4:286:852:- [Lack 5'-end] codon-table.11	352135	133772	205377	272011	2759.08
T2D-49A_GL0055834  [gene]  locus=scaffold6378_3:3:2552:+ [Lack 5'-end] codon-table.11	15670.4	NA	23989.2	9484.48	3302.62
T2D-51A_GL0053560  [gene]  locus=C1065656_1:87:1436:- [Complete] codon-table.11	NA	NA	NA	9189.52	5243.65
T2D-51A_GL0153538  [gene]  locus=scaffold31800_5:95:679:+ [Complete] codon-table.11	735165	1.57243e+06	633548	862423	217240
T2D-57A_GL0056046  [gene]  locus=scaffold49359_1:3:200:+ [Lack 5'-end] codon-table.11	14190.2	18730.7	6061.43	23100.3	5440.23
T2D-62A_GL0010402  [gene]  locus=scaffold13754_1:27847:30252:+ [Complete] codon-table.11	2645.61	NA	NA	4391.82	2250.22
T2D-62A_GL0016915  [gene]  locus=scaffold6398_1:219:2330:- [Complete] codon-table.11	48477.5	4694.6	37685	47184.2	17869.6
T2D-62A_GL0036996  [gene]  locus=scaffold1151_15:6046:7167:+ [Complete] codon-table.11	4727.31	NA	5322.53	NA	NA
T2D-63A_GL0011150  [gene]  locus=scaffold33559_1:259:750:+ [Lack 3'-end] codon-table.11	458809	124856	1.32628e+06	480545	128888
T2D-63A_GL0065674  [gene]  locus=scaffold8651_1:16318:17805:- [Complete] codon-table.11	NA	8803.21	NA	4138.11	NA
T2D-66A_GL0076810  [gene]  locus=scaffold26967_1:1523:2080:+ [Complete] codon-table.11	NA	NA	21557.3	NA	2706.6
T2D-68A_GL0003999  [gene]  locus=scaffold34468_1:77476:79575:+ [Complete] codon-table.11	22039.9	21836.3	5208.3	21198.2	NA
T2D-68A_GL0058436  [gene]  locus=scaffold25202_1:33501:34700:+ [Complete] codon-table.11	NA	45559.7	NA	NA	NA
T2D-68A_GL0060685  [gene]  locus=scaffold304_2:1422:4088:- [Lack 5'-end] codon-table.11	26197.6	NA	36256.3	NA	14483.8
T2D-76A_GL0031068  [gene]  locus=scaffold23959_1:131:682:- [Lack 5'-end] codon-table.11	13468.5	18207.6	19643.3	NA	9255.67
T2D-87A_GL0024570  [gene]  locus=scaffold38715_1:29292:30779:+ [Complete] codon-table.11	NA	NA	NA	61854.5	NA
T2D-8A_GL0019548  [gene]  locus=scaffold40477_1:23844:25244:+ [Complete] codon-table.11	NA	26853.5	28882.9	27044.2	NA
T2D-8A_GL0076399  [gene]  locus=scaffold16844_2:3:1664:- [Lack 3'-end] codon-table.11	6289.7	6569.17	NA	26980.1	NA
V1.CD1-0-PN_GL0124215  [gene]  locus=scaffold12634_1:285:1304:- [Complete] codon-table.11	NA	NA	14232.6	64812.1	NA
V1.CD12-3_GL0027030  [gene]  locus=scaffold3984_7:51733:52584:- [Complete] codon-table.11	22336.6	NA	36242.6	22165.8	15859.1
V1.CD15-3_GL0046367  [gene]  locus=scaffold50005_1:2942:3712:- [Complete] codon-table.11	10589	12315.6	18512.6	NA	24624.9
V1.CD15-3_GL0105671  [gene]  locus=scaffold27047_2:3442:5694:- [Complete] codon-table.11	12772.5	NA	16156.2	NA	8613.44
V1.CD16-0_GL0066099  [gene]  locus=scaffold77224_4:6615:6851:- [Lack 5'-end] codon-table.11	7971.56	2633.76	51239.7	20422.1	18601.9
V1.CD18-3_GL0001732  [gene]  locus=scaffold12343_2:1608:3713:+ [Complete] codon-table.11	58594	30709.3	55691.5	44415.1	15293.5
V1.CD19-0_GL0184721  [gene]  locus=scaffold3123_4:2:583:+ [Lack 5'-end] codon-table.11	NA	NA	2712.15	NA	NA
V1.CD20-4_GL0090266  [gene]  locus=scaffold68012_1:33:923:- [Lack 5'-end] codon-table.11	14126.1	17713.6	10022.3	12228.1	NA
V1.CD20-4_GL0113357  [gene]  locus=scaffold69221_1:4542:5726:- [Complete] codon-table.11	10276.1	NA	NA	NA	6174.55
V1.CD21-0_GL0032301  [gene]  locus=scaffold10_5:4288:5847:- [Complete] codon-table.11	19213	19415.4	14792.8	15448.2	NA
V1.CD21-0_GL0043370  [gene]  locus=scaffold21790_1:2:1123:- [Lack 3'-end] codon-table.11	100117	85028.6	129904	44565.1	28154.9
V1.CD21-0_GL0063243  [gene]  locus=scaffold5274_3:463:1785:- [Complete] codon-table.11	65941.4	NA	71891.1	NA	13884.7
V1.CD22-0_GL0140481  [gene]  locus=scaffold97207_1:401:1507:- [Complete] codon-table.11	3116.39	1912.78	5585.86	2798.56	NA
V1.CD25-0_GL0078316  [gene]  locus=scaffold3575_24:180:1304:- [Complete] codon-table.11	NA	2979.05	NA	NA	2571.93
V1.CD3-0-PN_GL0040984  [gene]  locus=scaffold14110_3:1:957:- [Lack 3'-end] codon-table.11	11056.7	11681.6	10295.8	12719.6	6002.85
V1.CD3-0-PN_GL0042405  [gene]  locus=scaffold39053_4:3:1835:+ [Lack both ends] codon-table.11	18062.2	25184.7	18476.1	13169.1	4764.82
V1.CD3-0-PN_GL0056499  [gene]  locus=scaffold41914_3:37837:40077:- [Complete] codon-table.11	12520.3	11102.6	12693.9	NA	6800.46
V1.CD3-0-PN_GL0090600  [gene]  locus=scaffold39005_4:996:1532:+ [Lack 3'-end] codon-table.11	47234.3	15113.6	112753	37476.5	13805.3
V1.CD3-0-PN_GL0107865  [gene]  locus=scaffold46956_2:105:515:+ [Lack 3'-end] codon-table.11	9500.08	NA	11741.7	11682.1	49308.8
V1.CD3-0-PN_GL0126652  [gene]  locus=scaffold48540_2:5493:6812:+ [Complete] codon-table.11	4259.56	NA	7597.42	15295.8	7645.34
V1.CD3-0-PT_GL0058972  [gene]  locus=scaffold261_6:174728:176266:+ [Complete] codon-table.11	39195.1	27900.8	19782.1	35959.8	NA
V1.CD3-0-PT_GL0063334  [gene]  locus=scaffold15026_3:26615:27553:- [Complete] codon-table.11	NA	46109.5	NA	13722.7	NA
V1.CD3-0-PT_GL0084305  [gene]  locus=scaffold16442_1:353:667:- [Lack 5'-end] codon-table.11	NA	123523	NA	NA	NA
V1.CD32-0_GL0067539  [gene]  locus=scaffold33750_12:1663:3663:- [Lack 5'-end] codon-table.11	NA	NA	8292.89	NA	NA
V1.CD32-4_GL0115466  [gene]  locus=scaffold20189_9:9509:12169:- [Complete] codon-table.11	207993	109553	203008	223970	39430.9
V1.CD38-0_GL0060643  [gene]  locus=scaffold93087_1:26108:29800:- [Complete] codon-table.11	8594.66	NA	76764.5	30554.6	NA
V1.CD4-0-PN_GL0157440  [gene]  locus=scaffold84880_1:9615:11219:- [Complete] codon-table.11	15167.1	26000.4	24157.8	NA	28000.3
V1.CD46-0_GL0033514  [gene]  locus=scaffold3383_14:3906:4952:+ [Complete] codon-table.11	NA	NA	29334.2	17990.6	NA
V1.CD46-0_GL0114986  [gene]  locus=scaffold25550_1:3:629:+ [Lack 5'-end] codon-table.11	24517.4	5593.36	104537	100534	8098.49
V1.CD49-0_GL0005458  [gene]  locus=scaffold67268_2:3:1304:+ [Lack both ends] codon-table.11	139180	62399.4	202084	59246	35132.8
V1.CD51-0_GL0005185  [gene]  locus=scaffold39673_10:761:2476:+ [Complete] codon-table.11	5818.45	NA	12162.1	NA	NA
V1.CD52-0_GL0142355  [gene]  locus=scaffold48353_2:1018:1386:+ [Complete] codon-table.11	29209.1	4214.9	22966.8	36187.2	2110.39
V1.CD54-0_GL0041206  [gene]  locus=C642935_1:3:1691:+ [Lack 5'-end] codon-table.11	247261	82308.3	508885	283385	362132
V1.CD54-0_GL0104492  [gene]  locus=scaffold48009_1:7692:10889:- [Complete] codon-table.11	22048.8	9076.05	48057.5	24212.1	8084.81
V1.CD54-0_GL0126661  [gene]  locus=scaffold40961_1:339550:340695:- [Complete] codon-table.11	66173.1	114323	107661	55560.2	45403.1
V1.CD55-0_GL0075271  [gene]  locus=scaffold129266_1:27:542:- [Lack 5'-end] codon-table.11	10304.2	NA	9084.4	NA	NA
V1.CD55-0_GL0162064  [gene]  locus=scaffold148312_1:51500:53092:- [Complete] codon-table.11	18096.9	NA	NA	16649.4	9583.66
V1.CD6-0-PN_GL0010683  [gene]  locus=scaffold51399_2:10355:11380:- [Complete] codon-table.11	100080	100387	237931	133070	NA
V1.CD6-0-PN_GL0116224  [gene]  locus=scaffold5629_2:2:625:+ [Lack both ends] codon-table.11	90377.4	35077.4	247107	93347.7	30992.8
V1.CD6-0-PT_GL0119813  [gene]  locus=scaffold43384_2:1:1110:- [Lack both ends] codon-table.11	26603.8	16294	23259.1	15367.7	NA
V1.CD6-0-PT_GL0189128  [gene]  locus=scaffold127931_1:6388:7932:+ [Complete] codon-table.11	16103.1	8425.17	6633.92	10574	NA
V1.CD6-0-PT_GL0198958  [gene]  locus=scaffold22785_1:28241:30799:- [Complete] codon-table.11	136923	176044	48547.4	186544	35801.6
V1.CD6-4_GL0133420  [gene]  locus=scaffold79542_1:10578:11510:- [Complete] codon-table.11	26678.5	15965.7	6775.68	46818	NA
V1.CD7-0-PN_GL0003453  [gene]  locus=scaffold15659_2:352:1254:+ [Lack 3'-end] codon-table.11	NA	6477.88	NA	NA	NA
V1.CD7-0-PN_GL0036778  [gene]  locus=scaffold22411_2:52505:54631:+ [Complete] codon-table.11	NA	8370.3	3247.91	5465.77	2196.41
V1.CD7-0-PN_GL0043943  [gene]  locus=scaffold21230_2:32820:33302:+ [Complete] codon-table.11	NA	13197.7	11389.9	9986.93	7204.87
V1.CD7-4_GL0053469  [gene]  locus=scaffold200_38:2033:3529:+ [Complete] codon-table.11	NA	7759.29	94539.7	65635.2	41758
V1.CD7-4_GL0072878  [gene]  locus=scaffold11345_2:3704:4144:- [Complete] codon-table.11	53546.1	271557	28876.4	51922.4	27123.8
V1.CD7-4_GL0090881  [gene]  locus=scaffold10923_3:1234:4392:+ [Complete] codon-table.11	6325.29	NA	5648.02	7465.75	2917.86
V1.CD7-4_GL0094066  [gene]  locus=scaffold26154_3:214:891:+ [Complete] codon-table.11	10068.1	NA	23846.5	10132.7	5086.1
V1.FI01_GL0059745  [gene]  locus=scaffold11148_2:2:865:- [Lack 3'-end] codon-table.11	NA	4628.14	NA	NA	NA
V1.FI02_GL0099471  [gene]  locus=scaffold69993_1:201:6092:+ [Complete] codon-table.11	102901	68029.7	9895.46	33120.6	NA
V1.FI05_GL0020827  [gene]  locus=scaffold2116_10:128:991:- [Complete] codon-table.11	NA	13996.1	NA	1347.91	NA
V1.FI05_GL0053724  [gene]  locus=scaffold9252_1:114:3692:- [Complete] codon-table.11	24568.4	25868.1	29720.1	25234.6	NA
V1.FI05_GL0060428  [gene]  locus=scaffold39577_1:144855:148703:+ [Complete] codon-table.11	25837.3	16711.5	NA	47687.8	NA
V1.FI05_GL0151668  [gene]  locus=scaffold65472_1:16056:17744:+ [Complete] codon-table.11	NA	NA	23354.1	NA	NA
V1.FI07_GL0051232  [gene]  locus=scaffold27339_3:3689:3985:- [Complete] codon-table.11	290458	95368.9	413962	248597	54059.3
V1.FI07_GL0112517  [gene]  locus=scaffold31552_1:76:648:- [Lack 5'-end] codon-table.11	NA	NA	NA	6464.28	NA
V1.FI09_GL0189061  [gene]  locus=scaffold52135_9:618:1205:- [Lack 5'-end] codon-table.11	244806	100826	238110	84964.7	148528
V1.FI12_GL0041124  [gene]  locus=scaffold56840_1:43:579:+ [Complete] codon-table.11	344358	235976	12031.6	189683	NA
V1.FI13_GL0117146  [gene]  locus=scaffold59840_1_1:2:1189:+ [Lack 5'-end] codon-table.11	NA	NA	NA	NA	5817.52
V1.FI14_GL0088842  [gene]  locus=scaffold23194_15:6731:9355:- [Complete] codon-table.11	297222	257071	49571.2	120426	NA
V1.FI14_GL0179546  [gene]  locus=scaffold1919_4:19826:20269:- [Complete] codon-table.11	116187	NA	99867.4	3654.15	NA
V1.FI17_GL0046395  [gene]  locus=scaffold94950_3:3:641:+ [Lack 5'-end] codon-table.11	77016.3	37780.3	84762.5	109773	27462.3
V1.FI17_GL0059730  [gene]  locus=scaffold98353_1:1:738:+ [Lack 5'-end] codon-table.11	33844.6	NA	15617.1	17912.4	32041.3
V1.FI17_GL0076740  [gene]  locus=scaffold88585_8:25670:26404:- [Complete] codon-table.11	298704	253114	350345	330436	119021
V1.FI18_GL0012374  [gene]  locus=C763934_1:22922:23761:- [Complete] codon-table.11	NA	NA	6354.59	NA	NA
V1.FI24_GL0031614  [gene]  locus=scaffold39233_5:2024:3550:- [Complete] codon-table.11	31950.1	8198.32	33688.6	25390.3	NA
V1.FI24_GL0033041  [gene]  locus=scaffold17692_27:4147:4545:+ [Complete] codon-table.11	97388.3	38399	265187	84258.5	104500
V1.FI25_GL0156514  [gene]  locus=scaffold82682_1:2313:3200:- [Lack 5'-end] codon-table.11	NA	10210.5	NA	10462.8	NA
V1.FI28_GL0220650  [gene]  locus=scaffold78700_1:476:1411:- [Lack 5'-end] codon-table.11	30011.6	30004.1	36134.9	37237.1	NA
V1.FI31_GL0008447  [gene]  locus=scaffold69936_2:2:559:+ [Lack 5'-end] codon-table.11	78598.4	NA	63487.8	44108.8	14989.7
V1.FI33_GL0022502  [gene]  locus=scaffold172_1:293:1639:- [Complete] codon-table.11	8408.25	6971.91	14366.7	11130.5	NA
V1.FI34_GL0136726  [gene]  locus=scaffold29282_7:1:1386:+ [Lack both ends] codon-table.11	13619.5	128483	57462.9	54813.7	67869.9
V1.FI35_GL0048884  [gene]  locus=scaffold33444_34:8843:9925:+ [Complete] codon-table.11	21506.6	NA	27788.9	18675.5	8584.15
V1.FI36_GL0094039  [gene]  locus=scaffold30920_3:93452:95536:- [Complete] codon-table.11	144421	73262.8	162411	118714	38613.7
V1.FI36_GL0113911  [gene]  locus=scaffold35375_2:2029:3537:+ [Complete] codon-table.11	8364.85	NA	12935.2	NA	NA
V1.FI36_GL0156545  [gene]  locus=scaffold348_1:32620:35850:+ [Complete] codon-table.11	607418	8550.73	NA	67663.4	1795.68
V1.UC10-2_GL0070312  [gene]  locus=scaffold60_6:1:2874:+ [Lack 5'-end] codon-table.11	NA	NA	7204.57	8150.69	NA
V1.UC11-0_GL0030916  [gene]  locus=scaffold54008_2:3956:4744:+ [Complete] codon-table.11	112268	NA	NA	13099.1	NA
V1.UC11-5_GL0013869  [gene]  locus=scaffold3365_1:252:785:+ [Lack 3'-end] codon-table.11	NA	79285.8	34723.6	44505.3	31288.4
V1.UC11-5_GL0076153  [gene]  locus=scaffold16127_4:204:767:+ [Complete] codon-table.11	NA	20829.4	4875.6	4998.64	NA
V1.UC11-5_GL0187668  [gene]  locus=scaffold9962_13:10272:11663:+ [Complete] codon-table.11	157842	54295	68439.7	130577	91057.9
V1.UC13-0_GL0035836  [gene]  locus=scaffold1585_7:881:1714:- [Complete] codon-table.11	270026	169316	339197	359695	81859.7
V1.UC13-3_GL0117811  [gene]  locus=scaffold48980_1:2:652:- [Lack both ends] codon-table.11	27333.4	NA	17031.8	23247.5	11262.3
V1.UC14-1_GL0081888  [gene]  locus=scaffold5687_1:1:1575:+ [Lack 5'-end] codon-table.11	10864.7	NA	9614.76	NA	53575.4
V1.UC15-3_GL0110486  [gene]  locus=scaffold4808_18:3:749:+ [Lack both ends] codon-table.11	127023	60335.1	118419	90225.5	38676.3
V1.UC15-3_GL0116846  [gene]  locus=scaffold57713_1:2:1150:+ [Lack both ends] codon-table.11	34907.6	NA	NA	6676.01	9715.34
V1.UC16-0_GL0009562  [gene]  locus=scaffold4265_5:510:1562:+ [Lack 3'-end] codon-table.11	NA	NA	7094.38	NA	NA
V1.UC16-0_GL0020775  [gene]  locus=scaffold852_7:290:838:- [Lack 5'-end] codon-table.11	23519	77657.6	44047.1	44670.9	15077.4
V1.UC16-0_GL0067758  [gene]  locus=scaffold1026_2:3:425:+ [Lack 5'-end] codon-table.11	16543.8	44726.6	13589.6	16071.6	3183.53
V1.UC17-2_GL0079076  [gene]  locus=scaffold24926_1:10468:11661:- [Complete] codon-table.11	172313	142021	41259.2	66552.8	59494.5
V1.UC24-0_GL0002146  [gene]  locus=scaffold86987_3:2:658:+ [Lack both ends] codon-table.11	131044	48780.7	315460	143514	76820.4
V1.UC25-0_GL0055143  [gene]  locus=scaffold16612_9:3:887:+ [Lack 5'-end] codon-table.11	54564.3	113946	76402.8	82892.6	20460.7
V1.UC26-0_GL0155513  [gene]  locus=scaffold7473_4:2:691:- [Lack both ends] codon-table.11	116395	202254	NA	99343	1839.63
V1.UC26-4_GL0136685  [gene]  locus=scaffold22366_2:16609:18468:+ [Complete] codon-table.11	64847.7	23099.1	123513	47804.5	7642.54
V1.UC27-0_GL0117561  [gene]  locus=scaffold102666_1:2215:2433:+ [Lack 3'-end] codon-table.11	15720.6	20718.4	13609.1	24351.2	NA
V1.UC34-0_GL0003452  [gene]  locus=scaffold13889_4:53631:54503:+ [Complete] codon-table.11	46453.4	48484.4	5781.87	23057.5	12700.9
V1.UC34-0_GL0035774  [gene]  locus=C686342_1:702:902:+ [Lack 3'-end] codon-table.11	NA	NA	NA	NA	34370.7
V1.UC34-0_GL0057212  [gene]  locus=scaffold12895_13:550:1350:+ [Lack 3'-end] codon-table.11	NA	NA	6227.34	NA	NA
V1.UC35-0_GL0094530  [gene]  locus=scaffold99664_1:2496:4214:+ [Complete] codon-table.11	NA	NA	25906	17552.5	17798.1
V1.UC37-0_GL0028267  [gene]  locus=C1570536_1:3:479:+ [Lack 5'-end] codon-table.11	1635.34	NA	NA	NA	NA
V1.UC4-5_GL0030814  [gene]  locus=scaffold23968_1:1:549:+ [Lack 5'-end] codon-table.11	52484.9	18086.9	121321	51845.9	15322.2
V1.UC4-5_GL0090328  [gene]  locus=scaffold89155_4:1:549:+ [Lack 5'-end] codon-table.11	9198.08	3629.65	7741.5	4102.13	NA
V1.UC47-4_GL0187740  [gene]  locus=scaffold112503_2:15860:17317:+ [Complete] codon-table.11	NA	NA	13527.1	10173	NA
V1.UC50-1_GL0034110  [gene]  locus=scaffold65309_10:583:1959:- [Complete] codon-table.11	54793.2	26208.7	87522	46155.2	NA
V1.UC50-1_GL0090363  [gene]  locus=scaffold645_2:6457:8184:+ [Lack 3'-end] codon-table.11	14289	7899.97	NA	NA	6342.32
V1.UC52-0_GL0125727  [gene]  locus=scaffold118804_1:165:1085:- [Complete] codon-table.11	NA	NA	13726.5	NA	8249.05
V1.UC52-0_GL0147636  [gene]  locus=scaffold39495_1:2756:4135:+ [Complete] codon-table.11	4784.43	4030.06	5884.86	16562.7	NA
V1.UC52-1_GL0196554  [gene]  locus=scaffold42497_2:114:1028:- [Lack 5'-end] codon-table.11	7541.32	37050.4	9105.21	15433.3	5769.55
V1.UC53-4_GL0068965  [gene]  locus=scaffold52172_1:1:414:- [Lack 3'-end] codon-table.11	701856	407316	73562.3	358522	1475.12
V1.UC55-0_GL0059169  [gene]  locus=scaffold91872_3:1:711:- [Lack both ends] codon-table.11	12044.6	NA	19535.7	17346.2	6931.99
V1.UC55-0_GL0212922  [gene]  locus=scaffold93464_2:194:640:+ [Complete] codon-table.11	25870.5	NA	53651.5	26974.5	14848.9
